DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT
26/11/2023,26/11/2023 00:00,"בני אור 8, באר שבע",בני אור 8,38020-11-64,דירה בבית קומות,4,שלישית,88,930000,,,1970,,6,11160001710,1,38020-11,FALSE,84% ב 10.5 שנים
26/11/2023,26/11/2023 00:00,"הנדיב 2, באר שבע",הנדיב 2,38076-42-9,דירה בבית קומות,2,שלישית,38.3,543000,,,1960,,4,11094507360,1,38076-42,FALSE,179% ב 25.4 שנים
26/11/2023,26/11/2023 00:00,"סוסיה 4, באר שבע",סוסיה 4,38111-201-28,דירה בבית קומות,4,קומה ‎6‏,98,1550000,,,1970,,10,11095144380,1,38111-201,FALSE,19% ב 3.1 שנים
26/11/2023,26/11/2023 00:00,"אלוף רחבעם זאבי 27, באר שבע",אלוף רחבעם זאבי 27,38370-1-21,דירה בבית קומות,3.5,רביעית,77,1270000,,,2002,,5,11094918030,1,38370-1,FALSE,76% ב 12.5 שנים
24/11/2023,24/11/2023 00:00,"בנימין מטודלה 23, באר שבע",בנימין מטודלה 23,38092-47-4,דירה בבית קומות,2,שניה,37.2,635000,,,1960,,4,11094319530,1,38092-47,FALSE,15% ב 9.2 שנים
23/11/2023,23/11/2023 00:00,,,38001-107-26,דירה בבית קומות,4,שביעית,85.33,1140000,,,,,,11094156090,2,38001-107,FALSE,35% ב 7.4 שנים
23/11/2023,23/11/2023 00:00,,,38001-47-113,דירה בבית קומות,3,שניה,63,820000,,,,,,11094147180,2,38001-47,FALSE,124% ב 21.5 שנים
23/11/2023,23/11/2023 00:00,"יד ושם 24, באר שבע",יד ושם 24,38030-4-77,דירה בבית קומות,2,שמונה עשרה,55,507000,,,1996,,17,11094312060,1,38030-4,FALSE,
23/11/2023,23/11/2023 00:00,,,38009-53-22,דירה בבית קומות,3,שלוש עשרה,84,1406000,,,,,,11094196410,2,38009-53,FALSE,
23/11/2023,23/11/2023 00:00,"ביאליק 53, באר שבע",ביאליק 53,38074-48-42,דירה בבית קומות,4,ראשונה,64,1075000,,,1970,,4,11094189570,1,38074-48,FALSE,29% ב 1.5 שנים
23/11/2023,23/11/2023 00:00,"שאול המלך 135, באר שבע",שאול המלך 135,38103-1-11,דירה בבית קומות,3,שניה,60.2,246000,,,1970,,4,11095555230,1,38103-1,FALSE,
23/11/2023,23/11/2023 00:00,"דב יוסף 5, באר שבע",דב יוסף 5,38105-8-1,דירה בבית קומות,3,ראשונה,63,610000,,,1980,,,11094292800,1,38105-8,TRUE,-8% ב 6.4 שנים
23/11/2023,23/11/2023 00:00,"המשחררים 88, באר שבע",המשחררים 88,38098-76-12,דירה בבית קומות,3,שלישית,57,700000,,,1970,,3,11094523740,1,38098-76,FALSE,100% ב 12.9 שנים
23/11/2023,23/11/2023 00:00,"מבצע יקב 12, באר שבע",מבצע יקב 12,38108-11-3,דירה בבית קומות,3,שניה,62.9,785000,,,1980,,4,11095406550,1,38108-11,FALSE,
23/11/2023,23/11/2023 00:00,"נחום שריג 22, באר שבע",נחום שריג 22,38370-5-64,דירה בבית קומות,4,ראשונה,114,1350000,,,2014,,5,11094440490,1,38370-5,FALSE,
23/11/2023,23/11/2023 00:00,"יעקב (בודה) עורב 8, באר שבע",יעקב (בודה) עורב 8,38369-21-10,דירה בבית קומות,4,קומה ‎2‏,105,1710000,,,2017,,4,11094672240,1,38369-21,FALSE,27% ב 4.6 שנים
22/11/2023,22/11/2023 00:00,"יעלים 98, באר שבע",יעלים 98,38101-31-27,,3,שניה,62.4,620000,,,1970,,4,11094101190,1,38101-31,FALSE,
22/11/2023,22/11/2023 00:00,"נורית 7, באר שבע",נורית 7,38185-26-1,דירה בבית קומות,5,ראשונה,239,2450000,,,1982,,1,11094353010,1,38185-26,FALSE,
21/11/2023,21/11/2023 00:00,"אסירי ציון 4, באר שבע",אסירי ציון 4,38030-127-2,קוטג' דו משפחתי,3,קרקע,88.7,450000,,,1960,,1,11094329880,1,38030-127,TRUE,-15% ב 9.9 שנים
21/11/2023,21/11/2023 00:00,,,38009-50-40,דירה בבית קומות,5,שתים עשרה,164,2700000,,,2023,,,11094590610,2,38009-50,FALSE,
21/11/2023,21/11/2023 00:00,"מצדה 12, באר שבע",מצדה 12,38075-3-5,דירה בבית קומות,3,שלישית,39.7,730000,,,1960,,4,11094024780,1,38075-3,FALSE,
21/11/2023,21/11/2023 00:00,"הנדיב 8, באר שבע",הנדיב 8,38076-75-9,דירה בבית קומות,2,שניה,41.6,530000,,,1960,,3,11094251220,1,38076-75,FALSE,0% ב 5 שנים
21/11/2023,21/11/2023 00:00,"מבצע עובדה 4, באר שבע",מבצע עובדה 4,38094-28-7,דירה בבית קומות,3,רביעית,65,715000,,,1970,,4,11095107300,1,38094-28,FALSE,116% ב 11.4 שנים
21/11/2023,21/11/2023 00:00,"מאיר גרוסמן 33, באר שבע",מאיר גרוסמן 33,38146-32-1,דירת גן,4,קרקע,86.6,1615000,,,1996,,5,11094390810,1,38146-32,FALSE,34% ב 3.9 שנים
21/11/2023,21/11/2023 00:00,"מבצע נחשון 56, באר שבע",מבצע נחשון 56,38128-17-18,דירה בבית קומות,4,שניה,76,750000,,,1970,,4,11094873300,1,38128-17,FALSE,50% ב 7.7 שנים
20/11/2023,20/11/2023 00:00,"בעלי התוספות 28, באר שבע",בעלי התוספות 28,38090-1-32,דירה בבית קומות,3,שלישית,61.1,272000,,,1970,,3,11094641910,1,38090-1,FALSE,
20/11/2023,20/11/2023 00:00,"הרב קוק 8, באר שבע",הרב קוק 8,38103-6-20,דירה בבית קומות,3,שניה,59.2,198000,,,1970,,4,11094159870,1,38103-6,FALSE,
20/11/2023,20/11/2023 00:00,"שמעון בר-גיורא 9, באר שבע",שמעון בר-גיורא 9,38079-48-2,דירה בבית קומות,2,ראשונה,27.9,560000,,,1960,,3,11094306840,1,38079-48,FALSE,
20/11/2023,20/11/2023 00:00,"מיכאל חזני 38, באר שבע",מיכאל חזני 38,38106-8-7,דירה בבית קומות,3,שלישית,64,640000,,,1992,,,11094103530,1,38106-8,FALSE,100% ב 14.1 שנים
20/11/2023,20/11/2023 00:00,"יוהנה ז'בוטינסקי 56, באר שבע",יוהנה ז'בוטינסקי 56,38191-5-23,דירה בבית קומות,4,ראשונה,81.7,1180000,,,1997,,7,11095223130,1,38191-5,FALSE,
20/11/2023,20/11/2023 00:00,"אשכולית 42, באר שבע",אשכולית 42,38363-2-9,דירה בבית קומות,5,ראשונה,165,1585000,,,2018,,4,11094081210,1,38363-2,FALSE,
20/11/2023,20/11/2023 00:00,,,38491-22-8,דירה בבית קומות,4,רביעית,111,1640000,,,2024,,,11094840720,2,38491-22,FALSE,
19/11/2023,19/11/2023 00:00,,,38009-53-23,דירה בבית קומות,5,אחת עשרה,128,1746000,,,,,,11094300090,2,38009-53,FALSE,
19/11/2023,19/11/2023 00:00,"העלייה 66, באר שבע",העלייה 66,38069-2-3,דירה בבית קומות,4,ראשונה,84,1100000,,,1985,,,11094039540,1,38069-2,FALSE,
19/11/2023,19/11/2023 00:00,"אלעזר בן-יאיר 23, באר שבע",אלעזר בן-יאיר 23,38078-1-28,דירה בבית קומות,3,שניה,49,640000,,,1960,,3,11094057360,1,38078-1,FALSE,42% ב 7.9 שנים
19/11/2023,19/11/2023 00:00,"אלפסי 20, באר שבע",אלפסי 20,38103-50-8,דירה בבית קומות,4,שניה,78,855000,,,1970,,4,11094444270,1,38103-50,TRUE,-10% ב 1.6 שנים
19/11/2023,19/11/2023 00:00,"צפת 4, באר שבע",צפת 4,38112-2-103,דירה בבית קומות,4,חמישית,80.5,950000,,,1980,,,11094667020,1,38112-2,FALSE,
19/11/2023,19/11/2023 00:00,,,38116-22-49,דירה בבית קומות,4,ראשונה,90.14,939000,,,,,,11094138270,2,38116-22,FALSE,101% ב 4.5 שנים
19/11/2023,19/11/2023 00:00,"דוד אלעזר 19, באר שבע",דוד אלעזר 19,38353-37-52,דירה בבית קומות,4,חמישית,81,1275000,,,1998,,10,11094615000,1,38353-37,FALSE,32% ב 8 שנים
18/11/2023,18/11/2023 00:00,"זאב טיומקין 15, באר שבע",זאב טיומקין 15,38145-10-14,דירה בבית קומות,3,שניה,62.3,870000,,,2000,,4,11093865750,1,38145-10,FALSE,
17/11/2023,17/11/2023 00:00,"דב יוסף 39, באר שבע",דב יוסף 39,38105-1-22,דירה בבית קומות,3,שלישית,63,635000,,,1980,,,11093940810,1,38105-1,TRUE,-5% ב 7.1 שנים
17/11/2023,17/11/2023 00:00,"שער הגיא 3, באר שבע",שער הגיא 3,38111-93-13,דירה בבית קומות,4,רביעית,81.9,865000,,,1992,,8,11094355890,1,38111-93,FALSE,57% ב 12.9 שנים
16/11/2023,16/11/2023 00:00,,,38030-30-41,דירה בבית קומות,3,שתים עשרה,67,1102000,,,,,,11094926940,2,38030-30,FALSE,
16/11/2023,16/11/2023 00:00,,,38020-48-125,דירה בבית קומות,5,עשרים ושמונה,175,2520000,,,2019,,,11094549750,2,38020-48,FALSE,
16/11/2023,16/11/2023 00:00,"אביה השופט 3, באר שבע",אביה השופט 3,38073-34-1,חנות,,קרקע,35.7,250000,,,1960,,,11093992830,1,38073-34,FALSE,
16/11/2023,16/11/2023 00:00,"גוש עציון 48, באר שבע",גוש עציון 48,38027-34-50,דירה בבית קומות,3,שניה,67,820000,,,1960,,3,11094133140,1,38027-34,FALSE,6% ב 4.3 שנים
16/11/2023,16/11/2023 00:00,"מולדת 8, באר שבע",מולדת 8,38069-128-3,דירה בבית קומות,3,שניה,59.5,650000,,,1970,2019,3,11093966820,1,38069-128,FALSE,14% ב 7 שנים
16/11/2023,16/11/2023 00:00,"דב יוסף 5, באר שבע",דב יוסף 5,38105-8-3,דירה בבית קומות,3,שניה,63,720000,,,1988,,,11094214680,1,38105-8,FALSE,
16/11/2023,16/11/2023 00:00,"מיכאל חזני 26, באר שבע",מיכאל חזני 26,38106-7-1,דירה בבית קומות,4,קרקע,87.5,1300000,,,1992,,3,11093813100,1,38106-7,FALSE,
16/11/2023,16/11/2023 00:00,"יוהנה ז'בוטינסקי 38, באר שבע",יוהנה ז'בוטינסקי 38,38191-1-18,דירה בבית קומות,4,שישית,82,1175000,,,1998,,10,11094391530,1,38191-1,FALSE,65% ב 11 שנים
16/11/2023,16/11/2023 00:00,"נחום גוטמן 9, באר שבע",נחום גוטמן 9,38137-3-9,דירה בבית קומות,3,שלישית,67.5,780000,,,1994,,8,11093958630,1,38137-3,FALSE,97% ב 2.3 שנים
16/11/2023,16/11/2023 00:00,"דוד אלעזר 15, באר שבע",דוד אלעזר 15,38353-21-31,דירה בבית קומות,5,שישית,84,1260000,,,1998,,10,11093983920,1,38353-21,FALSE,5% ב 0.3 שנים
16/11/2023,16/11/2023 00:00,"ח""ן 10, באר שבע","ח""ן 10",38353-8-62,דירה בבית קומות,4,עשירית,79,1125000,,,1999,,11,11093851710,1,38353-8,FALSE,14% ב 1.2 שנים
16/11/2023,16/11/2023 00:00,"השבטים 23, באר שבע",השבטים 23,38278-5-2,קוטג' חד משפחתי,5,ראשונה,192,1500000,,,1950,,1,11094984000,1,38278-5,FALSE,
16/11/2023,16/11/2023 00:00,,,38490-3-5,דירת גן,4,ראשונה,120,2044000,,,2024,,,11094837840,2,38490-3,FALSE,
15/11/2023,15/11/2023 00:00,,,38009-50-41,דירה בבית קומות,3,שניה,82,1365000,,,2023,,,11093856120,2,38009-50,FALSE,
15/11/2023,15/11/2023 00:00,,,38009-53-24,דירה בבית קומות,4,שתים עשרה,108,1621000,,,,,,11093990490,2,38009-53,FALSE,
15/11/2023,15/11/2023 00:00,"סיני 44, באר שבע",סיני 44,38058-3-5,דירה בבית קומות,4,שניה,84.5,1020000,,,1980,,3,11093804190,1,38058-3,FALSE,13% ב 5.7 שנים
15/11/2023,15/11/2023 00:00,"שיטרית 13, באר שבע",שיטרית 13,38105-24-4,דירה בבית קומות,4,ראשונה,79.3,840000,,,1970,,4,11094477750,1,38105-24,FALSE,52% ב 10.8 שנים
15/11/2023,15/11/2023 00:00,"עוזייה המלך 24, באר שבע",עוזייה המלך 24,38078-37-3,דירה בבית קומות,3,שניה,44.3,740000,,,1960,,3,11160006120,1,38078-37,FALSE,17% ב 4.4 שנים
15/11/2023,15/11/2023 00:00,"החיד""א 95, באר שבע","החיד""א 95",38118-28-2,דירה בבית קומות,3,שניה,61.6,690000,,,1980,,4,11095182360,1,38118-28,FALSE,84% ב 12.6 שנים
15/11/2023,15/11/2023 00:00,"בני אור 24, באר שבע",בני אור 24,38128-20-14,דירה בבית קומות,4,שלישית,89.2,750000,,,1970,,4,11094372270,1,38128-20,FALSE,26% ב 8.5 שנים
14/11/2023,14/11/2023 00:00,,,38004-270-2,משרד,,,163,4200000,,,,,,11095585470,2,38004-270,FALSE,
14/11/2023,14/11/2023 00:00,"שמריהו לוין 13, באר שבע",שמריהו לוין 13,38015-30-19,משרד,,שניה,232,2200000,,,1982,,5,11094127920,1,38015-30,FALSE,
14/11/2023,14/11/2023 00:00,"הרב יוסף סוסו הכהן 1, באר שבע",הרב יוסף סוסו הכהן 1,38073-162-15,דירה בבית קומות,4,רביעית,80,580000,,,1960,,4,11094061140,1,38073-162,FALSE,
14/11/2023,14/11/2023 00:00,"הרב עוזיאל 13, באר שבע",הרב עוזיאל 13,38104-37-2,דירה בבית קומות,4,ראשונה,83.7,860000,,,1980,,8,11094752340,1,38104-37,FALSE,
14/11/2023,14/11/2023 00:00,"טבריה 17, באר שבע",טבריה 17,38112-17-41,דירה בבית קומות,3,שלישית,64.4,820000,,,1980,,8,11093926680,1,38112-17,FALSE,
14/11/2023,14/11/2023 00:00,"מוריה 44, באר שבע",מוריה 44,38116-19-59,דירה בבית קומות,4,שניה,76.5,940000,,,1970,,3,11093747850,1,38116-19,FALSE,
14/11/2023,14/11/2023 00:00,"נחום שריג 31, באר שבע",נחום שריג 31,38370-14-7,דירה בבית קומות,4,שלישית,106,1240000,,,2005,,2,11093760360,1,38370-14,FALSE,
14/11/2023,14/11/2023 00:00,,,38491-69-25,דירה בבית קומות,4,שישית,115,1600000,,,2021,,,11094346260,2,38491-69,FALSE,
13/11/2023,13/11/2023 00:00,"הגלבוע 23, באר שבע",הגלבוע 23,38102-13-19,דירה בבית קומות,4,שישית,79.1,910000,,,1970,,8,11093680890,1,38102-13,FALSE,
13/11/2023,13/11/2023 00:00,"המשחררים 111, באר שבע",המשחררים 111,38116-3-9,דירה בבית קומות,4,שניה,72.76,800000,,,1970,,3,11093721120,1,38116-3,FALSE,166% ב 10.9 שנים
13/11/2023,13/11/2023 00:00,"שמעון ברנפלד 4, באר שבע",שמעון ברנפלד 4,38091-36-5,דירה בבית קומות,2,שניה,37.2,610000,,,1960,,4,11093695830,1,38091-36,FALSE,7% ב 7.7 שנים
13/11/2023,13/11/2023 00:00,"יוהנה ז'בוטינסקי 3, באר שבע",יוהנה ז'בוטינסקי 3,38138-64-107,דירה בבית קומות,4,תשיעית,91.45,1280000,,,2000,,18,11160369900,1,38138-64,FALSE,151% ב 21.1 שנים
13/11/2023,13/11/2023 00:00,"שלום אש 18, באר שבע",שלום אש 18,38138-96-23,דירה בבית קומות,4,רביעית,75.5,900000,,,1997,,6,11094153930,1,38138-96,FALSE,9% ב 6.9 שנים
13/11/2023,13/11/2023 00:00,,,38491-7-5,דירה בבית קומות,4,רביעית,117,1600000,,,2023,,,11093988420,2,38491-7,FALSE,
12/11/2023,12/11/2023 00:00,,,38009-53-25,דירה בבית קומות,4,תשיעית,108,1600000,,,,,,11094146460,2,38009-53,FALSE,
12/11/2023,12/11/2023 00:00,,,38009-55-148,דירה בבית קומות,5,שלישית,136,1800000,,,2021,,,11094140610,2,38009-55,FALSE,
12/11/2023,12/11/2023 00:00,"שיטרית 28, באר שבע",שיטרית 28,38105-81-2,דירה בבית קומות,5,ראשונה,150,850000,,,1987,,1,11093761080,1,38105-81,FALSE,
12/11/2023,12/11/2023 00:00,"יצחק רגר 132, באר שבע",יצחק רגר 132,38092-7-24,דירה בבית קומות,4,רביעית,78.7,1140000,,,1970,,4,11093655060,1,38092-7,FALSE,
12/11/2023,12/11/2023 00:00,"חי""ל 15, באר שבע","חי""ל 15",38094-10-11,דירה בבית קומות,2,שלישית,33.3,630000,,,1970,,4,11094675210,1,38094-10,FALSE,40% ב 3.9 שנים
12/11/2023,12/11/2023 00:00,"מבצע משה 8, באר שבע",מבצע משה 8,38137-16-31,דירה בבית קומות,3,קרקע,67.9,1000000,,,1992,,2,11093649120,1,38137-16,FALSE,
12/11/2023,12/11/2023 00:00,"בת-שבע 2, באר שבע",בת-שבע 2,38169-12-1,דירה בבית קומות,5,ראשונה,130,1700000,,,1993,,1,11093640210,1,38169-12,FALSE,
12/11/2023,12/11/2023 00:00,"ח""ן 8, באר שבע","ח""ן 8",38353-5-102,דירה בבית קומות,4,שלישית,79,1240000,,,1998,,7,11093712930,1,38353-5,FALSE,45% ב 1.8 שנים
12/11/2023,12/11/2023 00:00,"חנוך גיבתון 14, באר שבע",חנוך גיבתון 14,38310-10-2,דירה בבית קומות,5,ראשונה,128,1715000,,,2011,,1,11093655780,1,38310-10,FALSE,
10/11/2023,10/11/2023 00:00,"יוהנה ז'בוטינסקי 21, באר שבע",יוהנה ז'בוטינסקי 21,38139-17-7,דירה בבית קומות,5,שלישית,120,1480000,,,1998,,8,11094116130,1,38139-17,FALSE,34% ב 2.7 שנים
09/11/2023,09/11/2023 00:00,"שמשון 10, באר שבע",שמשון 10,38021-31-16,דירה בבית קומות,4,חמישית,80.5,715000,,,1970,,5,11093856840,1,38021-31,TRUE,-2% ב 2 שנים
09/11/2023,09/11/2023 00:00,"כהן יעקב 15, באר שבע",כהן יעקב 15,38074-146-40,דירה בבית קומות,5,חמישית,110,1850000,,,2004,,9,11093585850,1,38074-146,FALSE,5% ב 3.3 שנים
09/11/2023,09/11/2023 00:00,"מודיעין 6, באר שבע",מודיעין 6,38085-20-28,דירה בבית קומות,4,ראשונה,69,980000,,,1970,,3,11094561720,1,38085-20,FALSE,53% ב 2.6 שנים
09/11/2023,09/11/2023 00:00,"בעלי התוספות 28, באר שבע",בעלי התוספות 28,38090-1-44,דירה בבית קומות,3,שניה,61.9,575000,,,1970,,3,11094303150,1,38090-1,FALSE,9% ב 2.4 שנים
09/11/2023,09/11/2023 00:00,"סנהדרין 61, באר שבע",סנהדרין 61,38082-13-13,דירה בבית קומות,2,ראשונה,28.6,450000,,,1960,,3,11095839360,1,38082-13,TRUE,-27% ב 13.3 שנים
09/11/2023,09/11/2023 00:00,"אלכסנדר ינאי 17, באר שבע",אלכסנדר ינאי 17,38072-39-28,דירה בבית קומות,2,שלישית,39.7,750000,,,2013,,13,11093590350,1,38072-39,FALSE,3% ב 3.5 שנים
09/11/2023,09/11/2023 00:00,"מצדה 46, באר שבע",מצדה 46,38075-90-12,דירה בבית קומות,3,שלישית,66.2,1020000,,,1970,,3,11093793120,1,38075-90,FALSE,20% ב 6.9 שנים
09/11/2023,09/11/2023 00:00,"שאול המלך 143, באר שבע",שאול המלך 143,38104-12-16,דירה בבית קומות,3,רביעית,60.5,785000,,,1970,,4,11094520050,1,38104-12,FALSE,214% ב 13.6 שנים
09/11/2023,09/11/2023 00:00,"שכם 28, באר שבע",שכם 28,38115-86-14,דירה בבית קומות,4,שלישית,75.7,760000,,,1970,,4,11093610510,1,38115-86,FALSE,61% ב 11 שנים
09/11/2023,09/11/2023 00:00,"המשחררים 119, באר שבע",המשחררים 119,38116-4-24,דירה בבית קומות,5,שלישית,96.9,1140000,,,1970,,3,11160868320,1,38116-4,FALSE,75% ב 10.1 שנים
09/11/2023,09/11/2023 00:00,"מבצע עובדה 82, באר שבע",מבצע עובדה 82,38094-12-8,דירה בבית קומות,3,רביעית,57.7,590000,,,1970,,4,11093876100,1,38094-12,FALSE,227% ב 14.7 שנים
08/11/2023,08/11/2023 00:00,"אליהו הנביא 2, באר שבע",אליהו הנביא 2,38079-111-137,דירה בבית קומות,2,קומה ‎7‏,34.5,460000,,,1995,,14,11093552550,1,38079-111,FALSE,15% ב 5.5 שנים
08/11/2023,08/11/2023 00:00,"רד""ק 16, באר שבע","רד""ק 16",38103-20-20,דירה בבית קומות,4,חמישית,79,925000,,,1980,,8,11094266790,1,38103-20,FALSE,81% ב 9.9 שנים
08/11/2023,08/11/2023 00:00,"הנדיב 4, באר שבע",הנדיב 4,38076-43-7,דירה בבית קומות,2,שלישית,38.3,615000,,,1960,,4,11093976450,1,38076-43,FALSE,272% ב 14.7 שנים
08/11/2023,08/11/2023 00:00,"עין גדי 2, באר שבע",עין גדי 2,38122-12-9,דירה בבית קומות,4,שניה,98,900000,,,1990,,6,11093844510,1,38122-12,FALSE,
08/11/2023,08/11/2023 00:00,"מבצע עובדה 14, באר שבע",מבצע עובדה 14,38094-26-15,דירה בבית קומות,2,שלישית,48.3,590000,,,1970,,4,11094014430,1,38094-26,FALSE,
08/11/2023,08/11/2023 00:00,"אשבל מיכאל 24, באר שבע",אשבל מיכאל 24,38190-4-9,דירה בבית קומות,4,ראשונה,85,1330000,,,2001,,3,11093479830,1,38190-4,FALSE,146% ב 21.7 שנים
